,name,id,Type,group,mass (g),year,latitude,longitude,country,continent,country code,area(sq Km),marker_color
683,Patora,18112,Chondrite,H6,4375.0,1969.0,20.93694,82.05,India,Asia,IND,2973190.0,orange
684,Patrimonio,18116,Chondrite,L6,2121.0,1950.0,-19.53333,-48.56667,Brazil,South America,BRA,8358140.0,orange
685,Patti,18118,Unclassified,Iron,12.0,1922.0,38.13333,14.96667,Italy,Europe,ITA,295718.0,darkred
686,Patwar,18171,Achondrite,Mesosiderite-A1,37350.0,1935.0,23.15,91.18333,Bangladesh,Asia,BGD,130170.0,gray
687,Pavel,18173,Chondrite,H5,2968.0,1966.0,43.46667,25.51667,Bulgaria,Europe,BGR,108560.0,orange
688,Pavlodar (stone),18175,Chondrite,H5,142.5,1938.0,52.3,77.03333,Kazakhstan,Asia,KAZ,2699700.0,orange
689,Pavlovka,18177,Achondrite,Howardite,2000.0,1882.0,52.03333,43.0,Russian Federation,Europe,RUS,16376870.0,gray
690,Pê,18179,Chondrite,L6,,1989.0,11.33367,-3.54217,Burkina Faso,Africa,BFA,273600.0,orange
691,Peace River,18180,Chondrite,L6,45760.0,1963.0,56.13333,-117.93333,Canada,North America,CAN,8965590.0,orange
692,Peckelsheim,18181,Achondrite,Diogenite-pm,117.8,1953.0,51.66667,9.25,Germany,Europe,DEU,348570.0,gray
693,Peekskill,18782,Chondrite,H6,12570.0,1992.0,41.28333,-73.91667,United States,North America,USA,9147420.0,orange
694,Peña Blanca Spring,18786,Achondrite,Aubrite,70000.0,1946.0,30.125,-103.11667,United States,North America,USA,9147420.0,gray
695,Peramiho,18792,Achondrite,Eucrite-mmict,165.0,1899.0,-10.66667,35.5,"Tanzania, United Republic of",Africa,,,gray
696,Perpeti,18793,Chondrite,L6,23474.0,1935.0,23.325,91.0,Bangladesh,Asia,BGD,130170.0,orange
697,Perth,18797,Chondrite,LL5,2.0,1830.0,56.4,-3.43333,United Kingdom,Europe,GBR,241930.0,orange
698,Pervomaisky,18798,Chondrite,L6,66000.0,1933.0,56.63333,39.43333,Russian Federation,Europe,RUS,16376870.0,orange
699,Pesyanoe,18799,Achondrite,Aubrite,3393.0,1933.0,55.5,66.08333,Russian Federation,Europe,RUS,16376870.0,gray
700,Pétèlkolé,18800,Chondrite,H5,189.0,1995.0,14.052,0.42,Niger,Africa,NER,1266700.0,orange
701,Petersburg,18801,Achondrite,Eucrite-pmict,1800.0,1855.0,35.3,-86.63333,United States,North America,USA,9147420.0,gray
702,Phillips County (stone),18808,Chondrite,L6,57900.0,1901.0,40.0,-99.25,United States,North America,USA,9147420.0,orange
703,Phu Hong,18809,Chondrite,H4,500.0,1887.0,11.25,108.58333,Viet Nam,Asia,,,orange
704,Phum Sambo,18811,Chondrite,H4,7800.0,1933.0,12.0,105.48333,Cambodia,Asia,KHM,176520.0,orange
705,Phuoc-Binh,18812,Chondrite,L5,11000.0,1941.0,15.71667,108.1,Viet Nam,Asia,,,orange
706,Piancaldoli,18813,Chondrite,LL3.4,13.1,1968.0,44.24417,11.50222,Italy,Europe,ITA,295718.0,orange
707,Picote,18816,Unclassified,Stone-uncl,,1843.0,41.36667,-6.23333,Spain,Europe,ESP,500010.0,darkred
708,Pillistfer,18822,Chondrite,EL6,23250.0,1863.0,58.66667,25.73333,Estonia,Europe,EST,42390.0,orange
709,Piplia Kalan,18831,Achondrite,Eucrite-mmict,42000.0,1996.0,26.03472,73.94167,India,Asia,IND,2973190.0,gray
710,Piquetberg,18832,Chondrite,H,37.0,1881.0,-32.86667,18.71667,South Africa,Africa,ZAF,1213090.0,orange
711,Pirgunje,18834,Chondrite,L6,842.0,1882.0,25.8,88.45,Bangladesh,Asia,BGD,130170.0,orange
712,Pirthalla,18835,Chondrite,H6,1161.0,1884.0,29.58333,76.0,India,Asia,IND,2973190.0,orange
713,Pitts,18837,Primitive Achondrite,"Iron, IAB-ung",3760.0,1921.0,31.95,-83.51667,United States,North America,USA,9147420.0,blue
714,Plantersville,18846,Chondrite,H6,2085.0,1930.0,30.7,-96.11667,United States,North America,USA,9147420.0,orange
715,Pleşcoi,51706,Chondrite,L5-6,6913.0,2008.0,45.275,26.70972,Romania,Europe,ROU,230050.0,orange
716,Pnompehn,18851,Chondrite,L6,96.0,1868.0,11.58333,104.91667,Cambodia,Asia,KHM,176520.0,orange
717,Pokhra,18858,Chondrite,H5,350.0,1866.0,26.71667,82.66667,India,Asia,IND,2973190.0,orange
718,Pollen,18860,Chondrite,CM2,253.6,1942.0,66.34833,14.015,Norway,Europe,NOR,365244.0,orange
719,Pontlyfni,18865,Primitive Achondrite,Winonaite,157.0,1931.0,53.03639,-4.31944,United Kingdom,Europe,GBR,241930.0,blue
720,Portales Valley,18874,Chondrite,H6,71400.0,1998.0,34.175,-103.295,United States,North America,USA,9147420.0,orange
721,Po-wang Chen,18879,Chondrite,LL,665.0,1933.0,31.41667,118.5,China,Asia,CHN,9424700.7,orange
722,Prambachkirchen,18883,Chondrite,L6,2125.0,1932.0,48.3025,13.94083,Austria,Europe,AUT,82520.0,orange
723,Pribram,18887,Chondrite,H5,5555.0,1959.0,49.66667,14.03333,Czechia,Europe,CZE,77230.0,orange
724,Pricetown,18888,Chondrite,L6,900.0,1893.0,39.11667,-83.85,United States,North America,USA,9147420.0,orange
725,Puerto Lápice,45984,Achondrite,Eucrite-br,500.0,2007.0,39.35,-3.51667,Spain,Europe,ESP,500010.0,gray
726,Pulsora,18899,Chondrite,H5,560.0,1863.0,23.36667,75.18333,India,Asia,IND,2973190.0,orange
727,Pultusk,18901,Chondrite,H5,250000.0,1868.0,52.76667,21.26667,Poland,Europe,POL,306280.0,orange
728,Putinga,18905,Chondrite,L6,300000.0,1937.0,-29.03333,-53.05,Brazil,South America,BRA,8358140.0,orange
729,Qidong,18907,Chondrite,L/LL5,1275.0,1982.0,32.08333,121.5,China,Asia,CHN,9424700.7,orange
730,Qingzhen,18908,Chondrite,EH3,2600.0,1976.0,26.53333,106.46667,China,Asia,CHN,9424700.7,orange
731,Queen's Mercy,22357,Chondrite,H6,7000.0,1925.0,-30.11667,28.7,Lesotho,Africa,LSO,30360.0,orange
732,Quenggouk,22358,Chondrite,H4,6045.0,1857.0,17.76667,95.18333,Myanmar,Asia,MMR,653260.0,orange
733,Quesa,22360,Primitive Achondrite,"Iron, IAB-ung",10750.0,1898.0,39.0,-0.66667,Spain,Europe,ESP,500010.0,blue
734,Quija,22361,Chondrite,H,17450.0,1990.0,44.61667,126.13333,China,Asia,CHN,9424700.7,orange
735,Quincay,22363,Chondrite,L6,65.0,1851.0,46.6,0.25,France,Europe,FRA,547557.0,orange
736,Raco,22368,Chondrite,H5,5000.0,1957.0,-26.66667,-65.45,Argentina,South America,ARG,2736690.0,orange
737,Raghunathpura,22371,Achondrite,"Iron, IIAB",10200.0,1986.0,27.72528,76.465,India,Asia,IND,2973190.0,gray
738,Rahimyar Khan,31302,Chondrite,L5,67225.0,1983.0,28.225,70.2,Pakistan,Asia,PAK,770880.0,orange
739,Rakovka,22376,Chondrite,L6,9000.0,1878.0,52.98333,37.03333,Russian Federation,Europe,RUS,16376870.0,orange
740,Ramnagar,22384,Chondrite,L6,3766.0,1940.0,26.45,82.9,India,Asia,IND,2973190.0,orange
741,Rampurhat,22385,Chondrite,LL,100.0,1916.0,24.16667,87.76667,India,Asia,IND,2973190.0,orange
742,Ramsdorf,22386,Chondrite,L6,4682.0,1958.0,51.88333,6.93333,Germany,Europe,DEU,348570.0,orange
743,Ranchapur,22387,Chondrite,H4,290.4,1917.0,23.98333,87.08333,India,Asia,IND,2973190.0,orange
744,Rancho de la Presa,22390,Chondrite,H5,300.0,1899.0,19.86667,-100.81667,Mexico,North America,MEX,1943950.0,orange
745,Rangala,22392,Chondrite,L6,3224.5,1937.0,25.38333,72.01667,India,Asia,IND,2973190.0,orange
746,Raoyang,22394,Chondrite,L6,4910.0,1919.0,38.2,115.7,China,Asia,CHN,9424700.7,orange
747,Ras Tanura,22395,Chondrite,H6,6.1,1961.0,26.66667,50.15,Saudi Arabia,Asia,SAU,2149690.0,orange
748,Ratyn,22398,Unclassified,Stone-uncl,910.0,1880.0,52.2,17.98333,Poland,Europe,POL,306280.0,darkred
749,Red Canyon Lake,53502,Chondrite,H5,18.41,2007.0,38.13742,-119.75812,United States,North America,USA,9147420.0,orange
750,Reliegos,22584,Chondrite,L5,17300.0,1947.0,42.475,-5.33333,Spain,Europe,ESP,500010.0,orange
751,Rembang,22585,Achondrite,"Iron, IVA",10000.0,1919.0,-6.73333,111.36667,Indonesia,Asia,IDN,1877519.0,gray
752,Renca,22587,Chondrite,L5,300.0,1925.0,-32.75,-65.28333,Argentina,South America,ARG,2736690.0,orange
753,Renqiu,22589,Chondrite,L6,355.0,1916.0,38.66667,116.13333,China,Asia,CHN,9424700.7,orange
754,Repeev Khutor,22590,Achondrite,"Iron, IIF",7000.0,1933.0,48.6,45.66667,Russian Federation,Europe,RUS,16376870.0,gray
755,Revelstoke,22592,Chondrite,CI1,1.0,1965.0,51.33333,-118.95,Canada,North America,CAN,8965590.0,orange
756,Rewari,22593,Chondrite,L6,3332.0,1929.0,28.2,76.66667,India,Asia,IND,2973190.0,orange
757,Rich Mountain,22597,Chondrite,L6,668.0,1903.0,35.03333,-83.03333,United States,North America,USA,9147420.0,orange
758,Uzcudun,24140,Chondrite,L,20000.0,1948.0,-44.11667,-66.15,Argentina,South America,ARG,2736690.0,orange
759,Richardton,22599,Chondrite,H5,90000.0,1918.0,46.88333,-102.31667,United States,North America,USA,9147420.0,orange
760,Richland Springs,22602,Chondrite,OC,1900.0,1980.0,31.25,-99.03333,United States,North America,USA,9147420.0,orange
761,Rio Negro,22611,Chondrite,L4,1310.0,1934.0,-26.1,-49.8,Brazil,South America,BRA,8358140.0,orange
762,Rochester,22637,Chondrite,H6,340.0,1876.0,41.08333,-86.28333,United States,North America,USA,9147420.0,orange
763,Rockhampton,22640,Unclassified,Stone-uncl,1641.0,1895.0,-23.38333,150.51667,Australia,Oceania,AUS,7682300.0,darkred
764,Roda,22641,Achondrite,Diogenite,400.0,1871.0,42.3,0.55,Spain,Europe,ESP,500010.0,gray
765,Rose City,22766,Chondrite,H5,10600.0,1921.0,44.51667,-83.95,United States,North America,USA,9147420.0,orange
766,Rowton,22773,Achondrite,"Iron, IIIAB",3500.0,1876.0,52.76667,-2.51667,United Kingdom,Europe,GBR,241930.0,gray
767,Ruhobobo,22780,Chondrite,L6,465.5,1976.0,-1.45,29.83333,Rwanda,Africa,RWA,24670.0,orange
768,Rumuruti,22782,Chondrite,R3.8-6,67.0,1934.0,0.26667,36.53333,Kenya,Africa,KEN,569140.0,orange
769,Rupota,22783,Chondrite,L4-6,6000.0,1949.0,-10.26667,38.76667,"Tanzania, United Republic of",Africa,,,orange
770,Ryechki,22791,Chondrite,L5,13000.0,1914.0,51.13333,34.5,Ukraine,Europe,UKR,579320.0,orange
771,Sabetmahet,22792,Chondrite,H5,1250.0,1855.0,27.43333,82.08333,India,Asia,IND,2973190.0,orange
772,Sabrum,22793,Chondrite,LL6,478.0,1999.0,23.08333,91.66667,India,Asia,IND,2973190.0,orange
773,Saint-Sauveur,23101,Chondrite,EH5,14000.0,1914.0,43.73333,1.38333,France,Europe,FRA,547557.0,orange
774,Saint-Séverin,23102,Chondrite,LL6,271000.0,1966.0,45.3,0.23333,France,Europe,FRA,547557.0,orange
775,Sakauchi,23103,Unclassified,Iron,4180.0,1913.0,35.66667,136.3,Japan,Asia,JPN,364500.0,darkred
776,Salem,23107,Chondrite,L6,61.4,1981.0,44.97917,-122.96944,United States,North America,USA,9147420.0,orange
777,Salzwedel,23114,Chondrite,LL5,43.0,1985.0,52.75,11.05,Germany,Europe,DEU,348570.0,orange
778,Samelia,23115,Achondrite,"Iron, IIIAB",2462.0,1921.0,25.66667,74.86667,India,Asia,IND,2973190.0,gray
779,San Juan Capistrano,23128,Chondrite,H6,56.0,1973.0,33.48472,-117.6625,United States,North America,USA,9147420.0,orange
780,San Michele,31315,Chondrite,L6,237.0,2002.0,43.66667,13.0,Italy,Europe,ITA,295718.0,orange
781,San Pedro de Quiles,23130,Chondrite,L6,282.0,1956.0,-31.01667,-71.4,Chile,South America,CHL,743532.0,orange
782,San Pedro Jacuaro,34063,Chondrite,LL6,460.0,1968.0,19.76667,-100.65,Mexico,North America,MEX,1943950.0,orange
783,Santa Barbara,23161,Chondrite,L4,400.0,1873.0,-29.2,-51.86667,Brazil,South America,BRA,8358140.0,orange
784,Santa Cruz,23164,Chondrite,CM2,60.0,1939.0,24.16667,-99.33333,Mexico,North America,MEX,1943950.0,orange
785,Santa Isabel,23165,Chondrite,L6,5500.0,1924.0,-33.9,-61.7,Argentina,South America,ARG,2736690.0,orange
786,Santa Lucia (2008),50909,Chondrite,L6,4000.0,2008.0,-31.535556,-68.489444,Argentina,South America,ARG,2736690.0,orange
787,São Jose do Rio Preto,23171,Chondrite,H4,927.0,1962.0,-20.81,-49.38056,Brazil,South America,BRA,8358140.0,orange
788,Saratov,23176,Chondrite,L4,200000.0,1918.0,52.55,46.55,Russian Federation,Europe,RUS,16376870.0,orange
789,Sauguis,23188,Chondrite,L6,4000.0,1868.0,43.15,-0.85,France,Europe,FRA,547557.0,orange
790,Savtschenskoje,23190,Chondrite,LL4,2500.0,1894.0,47.21667,29.86667,Ukraine,Europe,UKR,579320.0,orange
791,Sayama,23192,Chondrite,CM2,430.0,1986.0,35.86667,139.4,Japan,Asia,JPN,364500.0,orange
792,Sazovice,23455,Chondrite,L5,412.0,1934.0,49.23333,17.56667,Czechia,Europe,CZE,77230.0,orange
793,Schenectady,23458,Chondrite,H5,283.3,1968.0,42.86083,-73.95028,United States,North America,USA,9147420.0,orange
794,Schönenberg,23460,Chondrite,L6,8000.0,1846.0,48.11667,10.46667,Germany,Europe,DEU,348570.0,orange
795,Searsmont,23472,Chondrite,H5,5400.0,1871.0,44.36667,-69.2,United States,North America,USA,9147420.0,orange
796,Sediköy,23473,Chondrite,L6,240.0,1917.0,38.3,27.13333,Turkey,Asia,,,orange
797,Segowlie,23476,Chondrite,LL6,6930.0,1853.0,26.75,84.78333,India,Asia,IND,2973190.0,orange
798,Selakopi,23481,Chondrite,H5,1590.0,1939.0,-7.23333,107.33333,Indonesia,Asia,IDN,1877519.0,orange
799,Seldebourak,23483,Chondrite,H5,150.0,1947.0,22.83333,4.98333,Algeria,Africa,DZA,2381740.0,orange
800,Semarkona,23487,Chondrite,LL3.00,691.0,1940.0,22.25,79.0,India,Asia,IND,2973190.0,orange
801,Senboku,23496,Chondrite,H6,866.0,1993.0,39.43833,140.51167,Japan,Asia,JPN,364500.0,orange
802,Seoni,23500,Chondrite,H6,20000.0,1966.0,21.68389,79.50083,India,Asia,IND,2973190.0,orange
803,Serra de Magé,23502,Achondrite,Eucrite-cm,1800.0,1923.0,-8.38333,-36.76667,Brazil,South America,BRA,8358140.0,gray
804,Sete Lagoas,23504,Chondrite,H4,350.0,1908.0,-19.46667,-44.21667,Brazil,South America,BRA,8358140.0,orange
805,Sevilla,23508,Chondrite,LL4,180.0,1862.0,37.41667,-6.0,Spain,Europe,ESP,500010.0,orange
806,Sevrukovo,23509,Chondrite,L5,101000.0,1874.0,50.61667,36.6,Russian Federation,Europe,RUS,16376870.0,orange
807,Sfax,23512,Chondrite,L6,7000.0,1989.0,34.75,10.71667,Tunisia,Africa,TUN,155360.0,orange
808,Shalka,23521,Achondrite,Diogenite,4000.0,1850.0,23.1,87.3,India,Asia,IND,2973190.0,gray
809,Sharps,23525,Chondrite,H3.4,1265.0,1921.0,37.83333,-76.7,United States,North America,USA,9147420.0,orange
810,Shelburne,23529,Chondrite,L5,18600.0,1904.0,44.05,-80.16667,Canada,North America,CAN,8965590.0,orange
811,Shergotty,23530,Achondrite,Martian (shergottite),5000.0,1865.0,24.55,84.83333,India,Asia,IND,2973190.0,gray
812,Sheyang,23531,Chondrite,L6,605.0,1976.0,33.65,120.06667,China,Asia,CHN,9424700.7,orange
813,Shikarpur,23534,Chondrite,L6,3679.7,1921.0,25.85,87.5775,India,Asia,IND,2973190.0,orange
814,Shuangyang,23582,Chondrite,H5,3900.0,1971.0,43.5,125.66667,China,Asia,CHN,9424700.7,orange
815,Shupiyan,23583,Chondrite,H6,5000.0,1912.0,33.71667,74.83333,India,Asia,IND,2973190.0,orange
816,Shytal,23584,Chondrite,L6,3200.0,1863.0,24.33333,90.16667,Bangladesh,Asia,BGD,130170.0,orange
817,Sikhote-Alin,23593,Achondrite,"Iron, IIAB",23000000.0,1947.0,46.16,134.65333,Russian Federation,Europe,RUS,16376870.0,gray
818,Silao,23594,Chondrite,H5,1710.0,1995.0,20.93333,-101.38333,Mexico,North America,MEX,1943950.0,orange
819,Silistra,55584,Achondrite,Achondrite-ung,0.15,1917.0,44.11667,27.26667,Bulgaria,Europe,BGR,108560.0,gray
820,Simmern,23603,Chondrite,H5,1222.0,1920.0,49.98333,7.53333,Germany,Europe,DEU,348570.0,orange
821,Sinai,23606,Chondrite,L6,1455.0,1916.0,30.9,32.48333,Egypt,Africa,,,orange
822,Sindhri,23611,Chondrite,H5,8400.0,1901.0,26.21667,69.55,Pakistan,Asia,PAK,770880.0,orange
823,Sinnai,23613,Chondrite,H6,2000.0,1956.0,39.3,9.2,Italy,Europe,ITA,295718.0,orange
824,Sioux County,23614,Achondrite,Eucrite-mmict,4100.0,1933.0,42.58333,-103.66667,United States,North America,USA,9147420.0,gray
825,Sitathali,23616,Chondrite,H5,1600.0,1875.0,20.91667,82.58333,India,Asia,IND,2973190.0,orange
826,Sivas,23617,Chondrite,H6,40000.0,1989.0,39.82467,36.13583,Turkey,Asia,,,orange
827,Sixiangkou,23619,Chondrite,L5,630.0,1989.0,32.43333,119.86667,China,Asia,CHN,9424700.7,orange
828,Ski,23621,Chondrite,L6,850.0,1848.0,59.73333,10.86667,Norway,Europe,NOR,365244.0,orange
829,Slavetic,23626,Chondrite,H5,1708.0,1868.0,45.68333,15.6,Croatia,Europe,HRV,55964.0,orange
830,Soheria,23660,Chondrite,OC,72.9,1960.0,27.13333,84.06667,India,Asia,IND,2973190.0,orange
831,Soko-Banja,23661,Chondrite,LL4,80000.0,1877.0,43.66667,21.86667,Serbia,Europe,SRB,87460.0,orange
832,Sologne,23663,Chondrite,H5,54.0,1860.0,47.36667,1.73333,France,Europe,FRA,547557.0,orange
833,Sołtmany,53829,Chondrite,L6,1066.0,2011.0,54.00883,22.005,Poland,Europe,POL,306280.0,orange
834,Sone,23667,Chondrite,H5,17100.0,1866.0,35.16667,135.33333,Japan,Asia,JPN,364500.0,orange
835,Songyuan,23668,Chondrite,L6,36900.0,1993.0,45.25,125.0,China,Asia,CHN,9424700.7,orange
836,Sopot,23670,Chondrite,OC,958.0,1927.0,44.41667,23.5,Romania,Europe,ROU,230050.0,orange
837,Soroti,23671,Unclassified,"Iron, ungrouped",2050.0,1945.0,1.7,33.63333,Uganda,Africa,UGA,200520.0,darkred
838,St. Caprais-de-Quinsac,23081,Chondrite,L6,360.0,1883.0,44.75,0.05,France,Europe,FRA,547557.0,orange
839,St. Christophe-la-Chartreuse,23082,Chondrite,L6,5500.0,1841.0,46.95,-1.5,France,Europe,FRA,547557.0,orange
840,St. Denis Westrem,23083,Chondrite,L6,700.0,1855.0,51.05,3.75,Belgium,Europe,BEL,30280.0,orange
841,St. Germain-du-Pinel,23087,Chondrite,H6,4000.0,1890.0,48.01667,-1.15,France,Europe,FRA,547557.0,orange
842,St. Louis,23089,Chondrite,H4,1000.0,1950.0,38.7,-90.23333,United States,North America,USA,9147420.0,orange
843,St. Mark's,23090,Chondrite,EH5,13780.0,1903.0,-32.01667,27.41667,South Africa,Africa,ZAF,1213090.0,orange
844,St. Mary's County,23091,Chondrite,LL3.3,24.3,1919.0,38.16667,-76.38333,United States,North America,USA,9147420.0,orange
845,St. Mesmin,23092,Chondrite,LL6,8300.0,1866.0,48.45,3.93333,France,Europe,FRA,547557.0,orange
846,St. Michel,23093,Chondrite,L6,17000.0,1910.0,61.65,27.2,Finland,Europe,FIN,303900.0,orange
847,St.-Chinian,23097,Chondrite,L6,134.3,1959.0,43.43333,2.95,France,Europe,FRA,547557.0,orange
848,Ställdalen,23712,Chondrite,H5,34000.0,1876.0,59.93333,14.95,Sweden,Europe,SWE,407339.7,orange
849,Stavropol,23717,Chondrite,L6,1500.0,1857.0,45.05,41.98333,Russian Federation,Europe,RUS,16376870.0,orange
850,Ste. Marguerite,23099,Chondrite,H4,4960.0,1962.0,50.76667,3.0,Belgium,Europe,BEL,30280.0,orange
851,Sterlitamak,23724,Achondrite,"Iron, IIIAB",325000.0,1990.0,53.66667,55.98333,Russian Federation,Europe,RUS,16376870.0,gray
852,Stratford,23728,Chondrite,L6,50.0,1974.0,41.2,-73.13333,United States,North America,USA,9147420.0,orange
853,Strathmore,23729,Chondrite,L6,13400.0,1917.0,56.58333,-3.25,United Kingdom,Europe,GBR,241930.0,orange
854,St-Robert,23733,Chondrite,H5,25400.0,1994.0,45.96861,-72.97806,Canada,North America,CAN,8965590.0,orange
855,Success,23736,Chondrite,L6,3500.0,1924.0,36.48333,-90.66667,United States,North America,USA,9147420.0,orange
856,Suchy Dul,23737,Chondrite,L6,815.3,1969.0,50.53806,16.26333,Czechia,Europe,CZE,77230.0,orange
857,Suizhou,23738,Chondrite,L6,260000.0,1986.0,31.61667,113.46667,China,Asia,CHN,9424700.7,orange
858,Sulagiri,48951,Chondrite,LL6,110000.0,2008.0,12.66667,78.03333,India,Asia,IND,2973190.0,orange
859,Sultanpur,23741,Chondrite,L/LL6,1710.5,1916.0,25.93333,84.28333,India,Asia,IND,2973190.0,orange
860,Sungach,23745,Chondrite,H5,637.0,1935.0,44.86667,133.16667,Russian Federation,Europe,RUS,16376870.0,orange
861,Supuhee,23760,Chondrite,H6,7235.0,1865.0,26.71667,84.21667,India,Asia,IND,2973190.0,orange
862,Sutter's Mill,55529,Chondrite,C,992.5,2012.0,38.80389,-120.90806,United States,North America,USA,9147420.0,orange
863,Sylacauga,23773,Chondrite,H4,5560.0,1954.0,33.18836,-86.2945,United States,North America,USA,9147420.0,orange
864,Tadjera,23778,Chondrite,L5,9000.0,1867.0,36.18333,5.41667,Algeria,Africa,DZA,2381740.0,orange
865,Tagish Lake,23782,Chondrite,C2-ung,10000.0,2000.0,59.70444,-134.20139,Canada,North America,CAN,8965590.0,orange
866,Tahara,23784,Chondrite,H4/5,1000.0,1991.0,34.72,137.305,Japan,Asia,JPN,364500.0,orange
867,Takenouchi,23789,Chondrite,H5,720.0,1880.0,35.38333,134.9,Japan,Asia,JPN,364500.0,orange
868,Talampaya,23791,Achondrite,Eucrite-cm,1421.0,1995.0,-29.76811,-67.93886,Argentina,South America,ARG,2736690.0,gray
869,Tambakwatu,23795,Chondrite,L6,10500.0,1975.0,-7.75,112.76667,Indonesia,Asia,IDN,1877519.0,orange
870,Tamdakht,48691,Chondrite,H5,100000.0,2008.0,31.16333,-7.015,Morocco,Africa,MAR,446300.0,orange
871,Tané,23801,Chondrite,L5,905.0,1918.0,35.43333,136.23333,Japan,Asia,JPN,364500.0,orange
872,Taonan,23873,Chondrite,L5,3850.0,1965.0,45.4,122.9,China,Asia,CHN,9424700.7,orange
873,Tatahouine,23884,Achondrite,Diogenite,12000.0,1931.0,32.95,10.41667,Tunisia,Africa,TUN,155360.0,gray
874,Tathlith,23885,Chondrite,L6,2500.0,1967.0,19.38333,43.73333,Saudi Arabia,Asia,SAU,2149690.0,orange
875,Tauk,23887,Chondrite,L6,6000.0,1929.0,35.13333,44.45,Iraq,Asia,IRQ,434320.0,orange
876,Tauti,23888,Chondrite,L6,21000.0,1937.0,46.71667,23.5,Romania,Europe,ROU,230050.0,orange
877,Tenham,23897,Chondrite,L6,160000.0,1879.0,-25.73333,142.95,Australia,Oceania,AUS,7682300.0,orange
878,Tennasilm,23898,Chondrite,L4,28500.0,1872.0,58.03333,26.95,Estonia,Europe,EST,42390.0,orange
879,Thal,23908,Chondrite,H6,342.0,1950.0,33.4,70.6,Pakistan,Asia,PAK,770880.0,orange
880,Thika,54493,Chondrite,L6,14200.0,2011.0,-1.00278,37.15028,Kenya,Africa,KEN,569140.0,orange
881,Thuathe,23976,Chondrite,H4/5,45300.0,2002.0,-29.33333,27.58333,Lesotho,Africa,LSO,30360.0,orange
882,Tianzhang,23984,Chondrite,H5,2232.0,1986.0,32.94667,118.99,China,Asia,CHN,9424700.7,orange
883,Tieschitz,23989,Chondrite,H/L3.6,28000.0,1878.0,49.6,17.11667,Czechia,Europe,CZE,77230.0,orange
884,Tilden,23998,Chondrite,L6,74800.0,1927.0,38.2,-89.68333,United States,North America,USA,9147420.0,orange
885,Tillaberi,23999,Chondrite,L6,3000.0,1970.0,14.25,1.53333,Niger,Africa,NER,1266700.0,orange
886,Tirupati,24009,Chondrite,H6,230.0,1934.0,13.63333,79.41667,India,Asia,IND,2973190.0,orange
887,Tissint,54823,Achondrite,Martian (shergottite),7000.0,2011.0,29.48195,-7.61123,Morocco,Africa,MAR,446300.0,gray
888,Tjabe,24011,Chondrite,H6,20000.0,1869.0,-7.08333,111.53333,Indonesia,Asia,IDN,1877519.0,orange
889,Tjerebon,24012,Chondrite,L5,16500.0,1922.0,-6.66667,106.58333,Indonesia,Asia,IDN,1877519.0,orange
890,Tomakovka,24019,Chondrite,LL6,600.0,1905.0,47.85,34.76667,Ukraine,Europe,UKR,579320.0,orange
891,Tomatlan,24020,Chondrite,H6,900.0,1879.0,20.16667,-105.21667,Mexico,North America,MEX,1943950.0,orange
892,Tomita,24023,Chondrite,L,600.0,1916.0,34.5,133.75,Japan,Asia,JPN,364500.0,orange
893,Tomiya,24024,Chondrite,H4/5,27.5,1984.0,38.36667,140.86556,Japan,Asia,JPN,364500.0,orange
894,Tonk,24026,Chondrite,CI1,7.7,1911.0,24.65,76.86667,India,Asia,IND,2973190.0,orange
895,Torino,24029,Chondrite,H6,977.0,1988.0,45.06667,7.66667,Italy,Europe,ITA,295718.0,orange
896,Torrington,24032,Chondrite,H6,259.1,1944.0,42.06667,-104.16667,United States,North America,USA,9147420.0,orange
897,Tourinnes-la-Grosse,24038,Chondrite,L6,14500.0,1863.0,50.78333,4.76667,Belgium,Europe,BEL,30280.0,orange
898,Trebbin,24042,Chondrite,LL6,1250.0,1988.0,52.21667,13.16667,Germany,Europe,DEU,348570.0,orange
899,Trenzano,24046,Chondrite,H3/4,11800.0,1856.0,45.46667,10.0,Italy,Europe,ITA,295718.0,orange
900,Treysa,24050,Achondrite,"Iron, IIIAB-an",63000.0,1916.0,50.91667,9.18333,Germany,Europe,DEU,348570.0,gray
901,Tromøy,24053,Chondrite,H,357.4,1950.0,58.47333,8.86667,Norway,Europe,NOR,365244.0,orange
902,Troup,24054,Chondrite,L6,1020.0,1917.0,32.16667,-95.1,United States,North America,USA,9147420.0,orange
903,Trysil,24057,Chondrite,L/LL6,640.0,1927.0,61.3,12.3,Norway,Europe,NOR,365244.0,orange
904,Tsukuba,24059,Chondrite,H5-6,800.0,1996.0,36.06333,140.145,Japan,Asia,JPN,364500.0,orange
905,Tuan Tuc,24060,Chondrite,L6,13100.0,1921.0,9.66667,105.66667,Viet Nam,Asia,,,orange
906,Tugalin-Bulen,24062,Chondrite,H6,10000.0,1967.0,45.46667,105.38333,Mongolia,Asia,MNG,1557292.418,orange
907,Tulung Dzong,24071,Unclassified,Stone-uncl,,1944.0,30.0,90.75,China,Asia,CHN,9424700.7,darkred
908,Turtle Lake,47343,Chondrite,L5,89.3,1996.0,45.34583,-92.05167,United States,North America,USA,9147420.0,orange
909,Tuxtuac,24086,Chondrite,LL5,30000.0,1975.0,21.66667,-103.36667,Mexico,North America,MEX,1943950.0,orange
